"id","parent_id/id","main_name","name","description","excise_code"
"l10n_ua_product_classification.product_classification_92555","l10n_ua_product_classification.product_classification_92550","","8438300000","обладнання  для  цукрового  виробництва",""
"l10n_ua_product_classification.product_classification_92556","l10n_ua_product_classification.product_classification_92550","","8438400000","обладнання  для  пивоварного  виробництва",""
"l10n_ua_product_classification.product_classification_92557","l10n_ua_product_classification.product_classification_92550","","8438500000","обладнання  для  переробки  м’яса  або  птиці",""
"l10n_ua_product_classification.product_classification_92558","l10n_ua_product_classification.product_classification_92550","","8438600000","обладнання  для  переробки  фруктів,  горіхів  або  овочів",""
"l10n_ua_product_classification.product_classification_92559","l10n_ua_product_classification.product_classification_92550","","843880","інше  обладнання:",""
"l10n_ua_product_classification.product_classification_92560","l10n_ua_product_classification.product_classification_92559","","","інше:",""
"l10n_ua_product_classification.product_classification_92561","l10n_ua_product_classification.product_classification_92560","","8438809100","для  виробництва  або  приготування  напоїв",""
"l10n_ua_product_classification.product_classification_92562","l10n_ua_product_classification.product_classification_92560","","8438809900","інше",""
"l10n_ua_product_classification.product_classification_92563","l10n_ua_product_classification.product_classification_92559","","8438801000","для  переробки  кави  або  чаю",""
"l10n_ua_product_classification.product_classification_92564","l10n_ua_product_classification.product_classification_92550","","8438900000","частини",""
"l10n_ua_product_classification.product_classification_92565","l10n_ua_product_classification.classification_84","","8439","Обладнання  для  виробництва  маси  з  волокнистих  целюлозних  матеріалів  або  для  виробництва  чи  обробки  паперу  або  картону:",""
"l10n_ua_product_classification.product_classification_92566","l10n_ua_product_classification.product_classification_92565","","","частини:",""
"l10n_ua_product_classification.product_classification_92567","l10n_ua_product_classification.product_classification_92566","","8439910000","обладнання  для  виробництва  маси  з  волокнистих  целюлозних  матеріалів",""
"l10n_ua_product_classification.product_classification_92568","l10n_ua_product_classification.product_classification_92566","","8439990000","інші",""
"l10n_ua_product_classification.product_classification_92569","l10n_ua_product_classification.product_classification_92565","","8439100000","обладнання  для  виробництва  маси  з  волокнистих  целюлозних  матеріалів",""
"l10n_ua_product_classification.product_classification_92570","l10n_ua_product_classification.product_classification_92565","","8439200000","обладнання  для  виробництва  паперу  або  картону",""
"l10n_ua_product_classification.product_classification_92571","l10n_ua_product_classification.product_classification_92565","","8439300000","обладнання  для  обробки  паперу  або  картону",""
"l10n_ua_product_classification.product_classification_92572","l10n_ua_product_classification.classification_84","","8440","Обладнання  для  оправлення,  включаючи  брошурувальні  машини:",""
"l10n_ua_product_classification.product_classification_92573","l10n_ua_product_classification.product_classification_92572","","844010","обладнання:",""
"l10n_ua_product_classification.product_classification_92574","l10n_ua_product_classification.product_classification_92573","","8440101000","машини  фальцювальні",""
"l10n_ua_product_classification.product_classification_92575","l10n_ua_product_classification.product_classification_92573","","8440102000","машини  аркушепідбиральні",""
"l10n_ua_product_classification.product_classification_92576","l10n_ua_product_classification.product_classification_92573","","8440103000","машини  швейні,  проволокошвейні  та  скобозшивачі",""
"l10n_ua_product_classification.product_classification_92577","l10n_ua_product_classification.product_classification_92573","","8440104000","машини  для  безниткового  з’єднання",""
"l10n_ua_product_classification.product_classification_92578","l10n_ua_product_classification.product_classification_92573","","8440109000","інше",""
"l10n_ua_product_classification.product_classification_92579","l10n_ua_product_classification.product_classification_92572","","8440900000","частини",""
"l10n_ua_product_classification.product_classification_92580","l10n_ua_product_classification.classification_84","","8441","Інше  обладнання  для  виробництва  товарів  з  паперової  маси,  паперу  або  картону,  включаючи  різальні  машини  будьякого  типу:",""
"l10n_ua_product_classification.product_classification_92581","l10n_ua_product_classification.product_classification_92580","","844110","машини  різальні:",""
"l10n_ua_product_classification.product_classification_92582","l10n_ua_product_classification.product_classification_92581","","8441101000","верстати  комбіновані  поздовжньорізальні  та  перемотувальні",""
"l10n_ua_product_classification.product_classification_92583","l10n_ua_product_classification.product_classification_92581","","8441102000","інші  верстати  поздовжньорізальні  або  поперечнорізальні",""
"l10n_ua_product_classification.product_classification_92584","l10n_ua_product_classification.product_classification_92581","","8441103000","машини  гільйотинні  паперорізальні",""
"l10n_ua_product_classification.product_classification_92585","l10n_ua_product_classification.product_classification_92581","","8441107000","інші",""
"l10n_ua_product_classification.product_classification_92586","l10n_ua_product_classification.product_classification_92580","","8441200000","машини  для  виробництва  мішків,  пакунків  або  конвертів",""
"l10n_ua_product_classification.product_classification_92587","l10n_ua_product_classification.product_classification_92580","","8441300000","машини  для  виробництва  картонних  коробок,  ящиків,  труб,  барабанів  або  аналогічної  тари  іншим  способом,  ніж  формування",""
"l10n_ua_product_classification.product_classification_92588","l10n_ua_product_classification.product_classification_92580","","8441400000","машини  для  формування  виробів  з  паперової  маси,  паперу  або  картону",""
"l10n_ua_product_classification.product_classification_92589","l10n_ua_product_classification.product_classification_92580","","8441800000","інше  обладнання",""
"l10n_ua_product_classification.product_classification_92590","l10n_ua_product_classification.product_classification_92580","","844190","частини:",""
"l10n_ua_product_classification.product_classification_92591","l10n_ua_product_classification.product_classification_92590","","8441901000","різальних  машин",""
"l10n_ua_product_classification.product_classification_92592","l10n_ua_product_classification.product_classification_92590","","8441909000","інших",""
"l10n_ua_product_classification.product_classification_92593","l10n_ua_product_classification.classification_84","","8442","Машини,  апаратура  та  оснащення  (крім  верстатів  товарних  позицій  84568465)  для  підготовки  або  виготовлення  пластин,  циліндрів  та  інших  друкарських  елементів;  пластини,  циліндри  та  інші  друкарські  елементи;  пластини,  циліндри  та  літографські  камені,  підготовлені  до  друкування  (наприклад,  обточені,  шліфовані  або  поліровані):",""
"l10n_ua_product_classification.product_classification_92594","l10n_ua_product_classification.product_classification_92593","","844230","машини,  апаратура  та  обладнання:",""
"l10n_ua_product_classification.product_classification_92595","l10n_ua_product_classification.product_classification_92594","","","інші:",""
"l10n_ua_product_classification.product_classification_92596","l10n_ua_product_classification.product_classification_92595","","8442309100","для  відливання  та  складання  шрифту  (наприклад,  лінотипи,  монотипи,  інтертипи)  з  відливним  пристроєм  чи  без  відливного  пристрою",""
"l10n_ua_product_classification.product_classification_92597","l10n_ua_product_classification.product_classification_92595","","8442309900","інші",""
"l10n_ua_product_classification.product_classification_92598","l10n_ua_product_classification.product_classification_92594","","8442301000","фотонабірні  та  складальні  машини",""
"l10n_ua_product_classification.product_classification_92599","l10n_ua_product_classification.product_classification_92593","","8442400000","частини  до  машин,  апаратури  або  обладнання",""
"l10n_ua_product_classification.product_classification_92600","l10n_ua_product_classification.product_classification_92593","","844250","пластини,  циліндри  та  інші  друкарські  елементи;  пластини,  циліндри  та  літографські  камені,  підготовлені  до  друкування  (наприклад,  обточені,  шліфовані  або  поліровані):",""
"l10n_ua_product_classification.product_classification_92601","l10n_ua_product_classification.product_classification_92600","","8442502000","з  нанесеним  зображенням",""
"l10n_ua_product_classification.product_classification_92602","l10n_ua_product_classification.product_classification_92600","","8442508000","інші",""
"l10n_ua_product_classification.product_classification_92603","l10n_ua_product_classification.classification_84","","8443","Обладнання  друкарське,  в  якому  використовуються  для  друку  пластини,  циліндри  та  інші  друкарські  елементи  товарної  позиції  8442;  інші  принтери,  копіювальні  апарати,  факсимільні  апарати,  об’єднані  або  ні;  частини  та  аксесуари  до  них:",""
"l10n_ua_product_classification.product_classification_92604","l10n_ua_product_classification.product_classification_92603","","","інші  принтери,  копіювальні  апарати  і  факсимільні  апарати,  об’єднані  або  ні:",""
"l10n_ua_product_classification.product_classification_92605","l10n_ua_product_classification.product_classification_92604","","844331","машини,  які  виконують  дві  чи  більше  функцій,  такі,  як  друк,  копіювання  чи  факсимільний  зв’язок,  які  можуть  бути  приєднані  до  машин  з  автоматичного  оброблення  інформації  або  до  мережі:",""
"l10n_ua_product_classification.product_classification_92606","l10n_ua_product_classification.product_classification_92605","","8443312000","машини,  що  виконують  функцію  копіювання  скануванням  оригіналу  і  роздруковують  копії  за  допомогою  електростатичних  друкувальних  пристроїв",""
"l10n_ua_product_classification.product_classification_92607","l10n_ua_product_classification.product_classification_92605","","8443318000","інші",""
"l10n_ua_product_classification.product_classification_92608","l10n_ua_product_classification.product_classification_92604","","844332","інші,  здатні  приєднуватися  до  машин  автоматичного  оброблення  інформації  чи  до  мережі:",""
"l10n_ua_product_classification.product_classification_92609","l10n_ua_product_classification.product_classification_92608","","","інші:",""
"l10n_ua_product_classification.product_classification_92610","l10n_ua_product_classification.product_classification_92609","","8443329100","машини,  що  виконують  функцію  копіювання  скануванням  оригіналу  і  роздруковують  копії  за  допомогою  електростатичних  друкувальних  пристроїв",""
"l10n_ua_product_classification.product_classification_92611","l10n_ua_product_classification.product_classification_92609","","8443329300","інші  машини,  що  виконують  функцію  копіювання  з  вмонтованою  оптичною  системою",""
"l10n_ua_product_classification.product_classification_92612","l10n_ua_product_classification.product_classification_92609","","8443329900","інші",""
"l10n_ua_product_classification.product_classification_92613","l10n_ua_product_classification.product_classification_92608","","8443321000","принтери",""
"l10n_ua_product_classification.product_classification_92614","l10n_ua_product_classification.product_classification_92608","","8443323000","факсимільні  апарати",""
"l10n_ua_product_classification.product_classification_92615","l10n_ua_product_classification.product_classification_92604","","844339","інші:",""
"l10n_ua_product_classification.product_classification_92616","l10n_ua_product_classification.product_classification_92615","","","інші  копіювальні  машини:",""
"l10n_ua_product_classification.product_classification_92617","l10n_ua_product_classification.product_classification_92616","","8443393100","з  умонтованою  оптичною  системою",""
"l10n_ua_product_classification.product_classification_92618","l10n_ua_product_classification.product_classification_92616","","8443393900","інші",""
"l10n_ua_product_classification.product_classification_92619","l10n_ua_product_classification.product_classification_92615","","8443391000","машини,  що  виконують  функцію  копіювання  скануванням  оригіналу  і  роздруковують  копії  за  допомогою  електростатичних  друкувальних  пристроїв",""
"l10n_ua_product_classification.product_classification_92620","l10n_ua_product_classification.product_classification_92615","","84433990","інші:",""
"l10n_ua_product_classification.product_classification_92621","l10n_ua_product_classification.product_classification_92620","","8443399010","машинки  друкарські  автоматичні",""
"l10n_ua_product_classification.product_classification_92622","l10n_ua_product_classification.product_classification_92620","","8443399090","інші",""
"l10n_ua_product_classification.product_classification_92623","l10n_ua_product_classification.product_classification_92603","","","частини  і  приладдя:",""
"l10n_ua_product_classification.product_classification_92624","l10n_ua_product_classification.product_classification_92623","","844391","частини  і  приладдя  для  друкарського  обладнання,  в  якому  використовуються  для  друку  пластини,  циліндри  та  інші  друкарські  елементи  товарної  позиції  8442:",""
"l10n_ua_product_classification.product_classification_92625","l10n_ua_product_classification.product_classification_92624","","","інші:",""
"l10n_ua_product_classification.product_classification_92626","l10n_ua_product_classification.product_classification_92625","","84439191","з  чавуну  або  сталі:",""
"l10n_ua_product_classification.product_classification_92627","l10n_ua_product_classification.product_classification_92626","","8443919110","допоміжне  обладнання",""
"l10n_ua_product_classification.product_classification_92628","l10n_ua_product_classification.product_classification_92626","","8443919190","інші",""
"l10n_ua_product_classification.product_classification_92629","l10n_ua_product_classification.product_classification_92625","","84439199","інші:",""
"l10n_ua_product_classification.product_classification_92630","l10n_ua_product_classification.product_classification_92629","","8443919910","допоміжне  обладнання",""
"l10n_ua_product_classification.product_classification_92631","l10n_ua_product_classification.product_classification_92629","","8443919990","інші",""
"l10n_ua_product_classification.product_classification_92632","l10n_ua_product_classification.product_classification_92624","","8443911000","для  машин  товарноїпідкатегорії  8443  19  40  00",""
"l10n_ua_product_classification.product_classification_92633","l10n_ua_product_classification.product_classification_92623","","844399","інші:",""
"l10n_ua_product_classification.product_classification_92634","l10n_ua_product_classification.product_classification_92633","","8443991000","електронні  компонування",""
"l10n_ua_product_classification.product_classification_92635","l10n_ua_product_classification.product_classification_92633","","84439990","інші:",""
"l10n_ua_product_classification.product_classification_92636","l10n_ua_product_classification.product_classification_92635","","8443999010","допоміжне  обладнання",""
"l10n_ua_product_classification.product_classification_92637","l10n_ua_product_classification.product_classification_92635","","8443999090","інші",""
"l10n_ua_product_classification.product_classification_92638","l10n_ua_product_classification.product_classification_92603","","","обладнання  друкарське,  в  якому  використовуються  пластини,  циліндри  та  інші  друкарські  елементи  товарної  позиції  8442:",""
"l10n_ua_product_classification.product_classification_92639","l10n_ua_product_classification.product_classification_92638","","8443110000","машини  для  офсетного  друку,  рулонні",""
"l10n_ua_product_classification.product_classification_92640","l10n_ua_product_classification.product_classification_92638","","8443120000","машини  для  офсетного  друку,  аркушеві,  конторські  (з  форматом  аркуша  не  більш  як  22 х 36 см  у  розгорнутому  вигляді)",""
"l10n_ua_product_classification.product_classification_92641","l10n_ua_product_classification.product_classification_92638","","844313","інші  машини  для  офсетного  друку:",""
"l10n_ua_product_classification.product_classification_92642","l10n_ua_product_classification.product_classification_92641","","","аркушні:",""
"l10n_ua_product_classification.product_classification_92643","l10n_ua_product_classification.product_classification_92642","","","нові  з  форматом  аркуша:",""
"l10n_ua_product_classification.product_classification_92644","l10n_ua_product_classification.product_classification_92643","","8443133100","не  більш  як  52 х 74 см",""
"l10n_ua_product_classification.product_classification_92645","l10n_ua_product_classification.product_classification_92643","","8443133500","понад  52 х 74 см,  але  не  більш  як  74 х 107 см",""
"l10n_ua_product_classification.product_classification_92646","l10n_ua_product_classification.product_classification_92643","","8443133900","понад  74 х 107 см",""
"l10n_ua_product_classification.product_classification_92647","l10n_ua_product_classification.product_classification_92642","","8443131000","що  використовувалися",""
"l10n_ua_product_classification.product_classification_92648","l10n_ua_product_classification.product_classification_92641","","8443139000","інші",""
"l10n_ua_product_classification.product_classification_92649","l10n_ua_product_classification.product_classification_92638","","8443140000","машини  для  високого  друку,  рулонні,  крім  машин  для  флексографічного  друку",""
"l10n_ua_product_classification.product_classification_92650","l10n_ua_product_classification.product_classification_92638","","8443150000","машини  для  високого  друку,  нерулонні,  крім  машин  для  флексографічного  друку",""
"l10n_ua_product_classification.product_classification_92651","l10n_ua_product_classification.product_classification_92638","","8443160000","машини  для  флексографічного  друку",""
"l10n_ua_product_classification.product_classification_92652","l10n_ua_product_classification.product_classification_92638","","8443170000","машини  для  глибокого  друку",""
"l10n_ua_product_classification.product_classification_92653","l10n_ua_product_classification.product_classification_92638","","844319","інші:",""
"l10n_ua_product_classification.product_classification_92654","l10n_ua_product_classification.product_classification_92653","","8443192000","для  друкування  на  текстильних  матеріалах",""
"l10n_ua_product_classification.product_classification_92655","l10n_ua_product_classification.product_classification_92653","","8443194000","для  використання  у  виробництві  напівпровідників",""
"l10n_ua_product_classification.product_classification_92656","l10n_ua_product_classification.product_classification_92653","","8443197000","інші",""
"l10n_ua_product_classification.product_classification_92657","l10n_ua_product_classification.classification_84","","8444","Машини  для  екструдування,  витягування,  текстурування  або  різання  штучних  текстильних  матеріалів:",""
"l10n_ua_product_classification.product_classification_92658","l10n_ua_product_classification.product_classification_92657","","8444001000","машини  для  екструдування",""
"l10n_ua_product_classification.product_classification_92659","l10n_ua_product_classification.product_classification_92657","","8444009000","інші",""
"l10n_ua_product_classification.product_classification_92660","l10n_ua_product_classification.classification_84","","8445","Машини  для  підготовки  текстильного  волокна;  машини  прядильні,  тростильні  або  крутильні  та  інше  обладнання  для  виробництва  текстильної  пряжі;  машини  кокономотальні  або  мотальні  (включаючи  утоковомотальні)  та  машини  для  підготовки  текстильної  пряжі  для  її  подальшого  використання  на  машинах  товарної  позиції  8446  або  8447:",""
"l10n_ua_product_classification.product_classification_92661","l10n_ua_product_classification.product_classification_92660","","","машини  для  підготовки  текстильних  волокон:",""
"l10n_ua_product_classification.product_classification_92662","l10n_ua_product_classification.product_classification_92661","","8445110000","кардочесальні",""
"l10n_ua_product_classification.product_classification_92663","l10n_ua_product_classification.product_classification_92661","","8445120000","гребенечесальні",""
"l10n_ua_product_classification.product_classification_92664","l10n_ua_product_classification.product_classification_92661","","8445130000","стрічкові  або  рівничні",""
"l10n_ua_product_classification.product_classification_92665","l10n_ua_product_classification.product_classification_92661","","8445190000","інші",""
"l10n_ua_product_classification.product_classification_92666","l10n_ua_product_classification.product_classification_92660","","8445200000","машини  прядильні  текстильні",""
"l10n_ua_product_classification.product_classification_92667","l10n_ua_product_classification.product_classification_92660","","8445300000","машини  тростильні  або  крутильні  для  текстильних  матеріалів",""
"l10n_ua_product_classification.product_classification_92668","l10n_ua_product_classification.product_classification_92660","","8445400000","машини  мотальні  (включаючи  утоковомотальні)  або  кокономотальні",""
"l10n_ua_product_classification.product_classification_92669","l10n_ua_product_classification.product_classification_92660","","8445900000","інші",""
"l10n_ua_product_classification.product_classification_92670","l10n_ua_product_classification.classification_84","","8446","Верстати  ткацькі:",""
"l10n_ua_product_classification.product_classification_92671","l10n_ua_product_classification.product_classification_92670","","","для  виробництва  тканин  завширшки  понад  30 см  човникові:",""
"l10n_ua_product_classification.product_classification_92672","l10n_ua_product_classification.product_classification_92671","","8446210000","з  приводом  від  двигуна",""
"l10n_ua_product_classification.product_classification_92673","l10n_ua_product_classification.product_classification_92671","","8446290000","інші",""
"l10n_ua_product_classification.product_classification_92674","l10n_ua_product_classification.product_classification_92670","","8446100000","для  виробництва  тканин  завширшки  не  більш  як  30 см",""
"l10n_ua_product_classification.product_classification_92675","l10n_ua_product_classification.product_classification_92670","","8446300000","безчовникові  для  виробництва  тканин  завширшки  понад  30 см",""
"l10n_ua_product_classification.product_classification_92676","l10n_ua_product_classification.classification_84","","8447","Машини  трикотажні,  в’язальнопрошивні  для  виробництва  позументної  нитки,  тюлю,  мережива,  вишивки,  оздоблення,  плетення  тасьми  або  сіток  і  тафтингові  машини:",""
"l10n_ua_product_classification.product_classification_92677","l10n_ua_product_classification.product_classification_92676","","","машини  круглов’язальні:",""
"l10n_ua_product_classification.product_classification_92678","l10n_ua_product_classification.product_classification_92677","","8447110000","з  циліндром  діаметром  не  більш  як  165 мм",""
"l10n_ua_product_classification.product_classification_92679","l10n_ua_product_classification.product_classification_92677","","8447120000","з  циліндром  діаметром  понад  165 мм",""
"l10n_ua_product_classification.product_classification_92680","l10n_ua_product_classification.product_classification_92676","","844720","машини  плосков’язальні;  машини  в’язальнопрошивні:",""
"l10n_ua_product_classification.product_classification_92681","l10n_ua_product_classification.product_classification_92680","","8447202000","машини  основов’язальні  (включаючи  рошельмашини);  машини  в’язальнопрошивні",""
"l10n_ua_product_classification.product_classification_92682","l10n_ua_product_classification.product_classification_92680","","8447208000","інші",""
"l10n_ua_product_classification.product_classification_92683","l10n_ua_product_classification.product_classification_92676","","8447900000","інші",""
"l10n_ua_product_classification.product_classification_92684","l10n_ua_product_classification.classification_84","","8448","Обладнання  допоміжне  для  використання  з  машинами  товарних  позицій  8444,  8445,  8446  або  8447  (наприклад,  ремізопідіймальні  каретки,  жакардові  машини,  механізми  зупинення  утокової  та  основної  ниток,  механізми  заміни  човників);  частини  та  обладнання,  які  застосовуються  лише  та  переважно  для  машин  цієї  товарної  позиції  або  товарних  позицій  8444,  8445,  8446  або  8447  (наприклад,  веретена,  рогульки,  голкова  гарнітура,  гребені,  фільєри,  човники,  ремізки  та  ремізні  рамки,  трикотажні  голки):",""
"l10n_ua_product_classification.product_classification_92685","l10n_ua_product_classification.product_classification_92684","","","механізми  та  обладнання,  допоміжні  для  машин  товарних  позицій  8444,  8445,  8446  або  8447:",""
"l10n_ua_product_classification.product_classification_92686","l10n_ua_product_classification.product_classification_92685","","8448110000","каретки  ремізопідіймальні  та  жакардові  машини;  кардочесальні  машини,  копіювальні,  перфораційні  або  машини  для  використання  разом  із  зазначеними  машинами",""
"l10n_ua_product_classification.product_classification_92687","l10n_ua_product_classification.product_classification_92685","","8448190000","інші",""
"l10n_ua_product_classification.product_classification_92688","l10n_ua_product_classification.product_classification_92684","","","частини  та  приладдя  до  машин  товарної  позиції  8447  або  до  їх  допоміжних  пристроїв:",""
"l10n_ua_product_classification.product_classification_92689","l10n_ua_product_classification.product_classification_92688","","844851","платини,  голки  та  інші  елементи,  що  використовуються  для  утворення  петель,  швів,  стібків,  переплетень:",""
"l10n_ua_product_classification.product_classification_92690","l10n_ua_product_classification.product_classification_92689","","8448511000","платини",""
"l10n_ua_product_classification.product_classification_92691","l10n_ua_product_classification.product_classification_92689","","8448519000","інші",""
"l10n_ua_product_classification.product_classification_92692","l10n_ua_product_classification.product_classification_92688","","8448590000","інші",""
"l10n_ua_product_classification.product_classification_92693","l10n_ua_product_classification.product_classification_92684","","","частини  та  приладдя  до  машин  товарної  позиції  8445  або  їх  допоміжних  пристроїв:",""
"l10n_ua_product_classification.product_classification_92694","l10n_ua_product_classification.product_classification_92693","","8448310000","гарнітура  голкова",""
"l10n_ua_product_classification.product_classification_92695","l10n_ua_product_classification.product_classification_92693","","8448320000","частини  машин  для  підготовки  текстильної  пряжі,  крім  голкової  гарнітури",""
"l10n_ua_product_classification.product_classification_92696","l10n_ua_product_classification.product_classification_92693","","8448330000","веретена,  рогульки,  кільця  і  бігунки",""
"l10n_ua_product_classification.product_classification_92697","l10n_ua_product_classification.product_classification_92693","","8448390000","інші",""
"l10n_ua_product_classification.product_classification_92698","l10n_ua_product_classification.product_classification_92684","","","частини  та  приладдя  до  ткацьких  верстатів  або  їх  допоміжних  пристроїв:",""
"l10n_ua_product_classification.product_classification_92699","l10n_ua_product_classification.product_classification_92698","","8448420000","берда,  ремізки  та  ремізні  рамки",""
"l10n_ua_product_classification.product_classification_92700","l10n_ua_product_classification.product_classification_92698","","8448490000","інші",""
"l10n_ua_product_classification.product_classification_92701","l10n_ua_product_classification.product_classification_92684","","8448200000","частини  та  приладдя  до  машин  товарної  позиції  8444  або  їх  допоміжних  пристроїв",""
"l10n_ua_product_classification.product_classification_92702","l10n_ua_product_classification.classification_84","","8449","Обладнання  для  виробництва  або  обробки  фетру  та  повсті  або  нетканих  матеріалів  у  шматку  або  за  формою,  включаючи  машини  та  обладнання  для  виробництва  фетрових  капелюхів;  болванки  для  виготовлення  капелюхів",""
"l10n_ua_product_classification.product_classification_92703","l10n_ua_product_classification.classification_84","","8450","Машини  пральні,  побутові  або  для  пралень,  включаючи  машини  з  віджимним  пристроєм:",""
"l10n_ua_product_classification.product_classification_92704","l10n_ua_product_classification.product_classification_92703","","","місткістю  не  більш  як  10 кг  сухої  білизни:",""
"l10n_ua_product_classification.product_classification_92705","l10n_ua_product_classification.product_classification_92704","","845011","машини  повністю  автоматичні:",""
"l10n_ua_product_classification.product_classification_92706","l10n_ua_product_classification.product_classification_92705","","","місткістю  не  більш  як  6 кг  сухої  білизни:",""
"l10n_ua_product_classification.product_classification_92707","l10n_ua_product_classification.product_classification_92706","","8450111100","з  фронтальним  завантаженням",""
"l10n_ua_product_classification.product_classification_92708","l10n_ua_product_classification.product_classification_92706","","8450111900","з  вертикальним  завантаженням",""
"l10n_ua_product_classification.product_classification_92709","l10n_ua_product_classification.product_classification_92705","","8450119000","місткістю  понад  6  кг,  але  не  більш  як  10 кг  сухої  білизни",""
"l10n_ua_product_classification.product_classification_92710","l10n_ua_product_classification.product_classification_92704","","8450120000","інші  машини  з  вмонтованим  відцентровим  віджимним  пристроєм",""
"l10n_ua_product_classification.product_classification_92711","l10n_ua_product_classification.product_classification_92704","","8450190000","інші",""
"l10n_ua_product_classification.product_classification_92712","l10n_ua_product_classification.product_classification_92703","","8450200000","машини  місткістю  понад  10 кг  сухої  білизни",""
"l10n_ua_product_classification.product_classification_92713","l10n_ua_product_classification.product_classification_92703","","8450900000","частини",""
"l10n_ua_product_classification.product_classification_92714","l10n_ua_product_classification.classification_84","","8451","Обладнання  (крім  машин  товарної  позиції  8450)  для  промивання,  чищення,  віджимання,  сушіння,  прасування,  пресування  (включаючи  преси  для  термофіксації  матеріалів),  вибілювання,  фарбування,  апретування,  оздоблення,  нанесення  покриття  або  просочення  текстильної  пряжі,  тканин  або  виробів  з  текстильних  матеріалів  та  машини  для  нанесення  пасти  на  текстильну  або  іншу  основу,  призначені  для  виробництва  покриття  підлог  типу  лінолеуму;",""
"l10n_ua_product_classification.product_classification_92715","l10n_ua_product_classification.product_classification_92714","","","машини  для  сушіння:",""
"l10n_ua_product_classification.product_classification_92716","l10n_ua_product_classification.product_classification_92715","","8451210000","місткістю  не  більш  як  10 кг  сухої  білизни",""
"l10n_ua_product_classification.product_classification_92717","l10n_ua_product_classification.product_classification_92715","","8451290000","інші",""
"l10n_ua_product_classification.product_classification_92718","l10n_ua_product_classification.product_classification_92714","","8451100000","машини  для  сухого  чищення",""
"l10n_ua_product_classification.product_classification_92719","l10n_ua_product_classification.product_classification_92714","","8451300000","прасувальні  машини  і  преси  (включаючи  преси  для  термофіксації  матеріалів)",""
"l10n_ua_product_classification.product_classification_92720","l10n_ua_product_classification.product_classification_92714","","8451400000","машини  для  промивання,  вибілювання  або  фарбування",""
"l10n_ua_product_classification.product_classification_92721","l10n_ua_product_classification.product_classification_92714","","8451500000","машини  для  намотування,  розмотування,  складання,  розрізання  або  проколювання  тканин",""
"l10n_ua_product_classification.product_classification_92722","l10n_ua_product_classification.product_classification_92714","","845180","інше  обладнання:",""
"l10n_ua_product_classification.product_classification_92723","l10n_ua_product_classification.product_classification_92722","","8451801000","машини  для  нанесення  пасти  на  текстильну  або  іншу  основу,  призначені  для  виробництва  покриття  для  підлог  типу  лінолеуму",""
"l10n_ua_product_classification.product_classification_92724","l10n_ua_product_classification.product_classification_92722","","8451803000","машини  для  апретування  та  остаточної  обробки",""
"l10n_ua_product_classification.product_classification_92725","l10n_ua_product_classification.product_classification_92722","","8451808000","інші",""
"l10n_ua_product_classification.product_classification_92726","l10n_ua_product_classification.product_classification_92714","","8451900000","частини",""
"l10n_ua_product_classification.product_classification_92727","l10n_ua_product_classification.classification_84","","8452","Машини  швейні,  крім  машин  для  оправлення,  брошурування  товарної  позиції  8440;  меблі,  основи  та  кришки,  спеціально  призначені  для  швейних  машин;  голки  для  швейних  машин:",""
"l10n_ua_product_classification.product_classification_92728","l10n_ua_product_classification.product_classification_92727","","","інші  машини  швейні:",""
"l10n_ua_product_classification.product_classification_92729","l10n_ua_product_classification.product_classification_92728","","8452210000","автоматичні",""
"l10n_ua_product_classification.product_classification_92730","l10n_ua_product_classification.product_classification_92728","","8452290000","інші",""
"l10n_ua_product_classification.product_classification_92731","l10n_ua_product_classification.product_classification_92727","","845210","побутові  швейні  машини:",""
"l10n_ua_product_classification.product_classification_92732","l10n_ua_product_classification.product_classification_92731","","","машини  швейні  (тільки  із  закритим  стібком)  з  головкою,  маса  яких  не  перевищує  16 кг  без  двигуна  або  17 кг  з  двигуном;  головки  швейних  машин  (тільки  із  закритим  стібком)  масою  не  більш  як  16 кг  без  двигуна  або  17 кг  з  двигуном:",""
"l10n_ua_product_classification.product_classification_92733","l10n_ua_product_classification.product_classification_92732","","8452101100","швейні  машини  (без  каркасів,  столиків  або  тумбочок)  вартістю  понад  65 євро",""
"l10n_ua_product_classification.product_classification_92734","l10n_ua_product_classification.product_classification_92732","","8452101900","інші",""
"l10n_ua_product_classification.product_classification_92735","l10n_ua_product_classification.product_classification_92731","","8452109000","інші  машини  швейні  та  інші  головки  для  швейних  машин",""
"l10n_ua_product_classification.product_classification_92736","l10n_ua_product_classification.product_classification_92727","","8452300000","голки  для  швейних  машин",""
"l10n_ua_product_classification.product_classification_92737","l10n_ua_product_classification.product_classification_92727","","8452900000","меблі,  основи  та  футляри,  спеціально  призначені  для  швейних  машин,  та  їх  частини;  інші  частини  швейних  машин",""
"l10n_ua_product_classification.product_classification_92738","l10n_ua_product_classification.classification_84","","8453","Обладнання  для  підготовки,  дублення  та  оброблення  шкіри  або  шкури  або  для  виробництва  чи  ремонту  шкіряного  взуття  або  інших  виробів  із  шкури  чи  шкіри,  крім  швейних  машин:",""
"l10n_ua_product_classification.product_classification_92739","l10n_ua_product_classification.product_classification_92738","","8453100000","обладнання  для  підготовки,  дублення  та  оброблення  шкіри  або  шкури",""
